B34,0,B340,"Adenovirus infection, unspecified","Adenovirus infection, unspecified",Viral infection of unspecified site,9
B35,0,B350,Tinea barbae and tinea capitis,Tinea barbae and tinea capitis,Dermatophytosis,9
B36,0,B360,Pityriasis versicolor,Pityriasis versicolor,Other superficial mycoses,9
B37,0,B370,Candidal stomatitis,Candidal stomatitis,Candidiasis,9
B38,0,B380,Acute pulmonary coccidioidomycosis,Acute pulmonary coccidioidomycosis,Coccidioidomycosis,9
B39,0,B390,Acute pulmonary histoplasmosis capsulati,Acute pulmonary histoplasmosis capsulati,Histoplasmosis,9
B40,0,B400,Acute pulmonary blastomycosis,Acute pulmonary blastomycosis,Blastomycosis,9
B41,0,B410,Pulmonary paracoccidioidomycosis,Pulmonary paracoccidioidomycosis,Paracoccidioidomycosis,9
B42,0,B420,Pulmonary sporotrichosis,Pulmonary sporotrichosis,Sporotrichosis,9
B43,0,B430,Cutaneous chromomycosis,Cutaneous chromomycosis,Chromomycosis and pheomycotic abscess,9
B44,0,B440,Invasive pulmonary aspergillosis,Invasive pulmonary aspergillosis,Aspergillosis,9
B45,0,B450,Pulmonary cryptococcosis,Pulmonary cryptococcosis,Cryptococcosis,9
B46,0,B460,Pulmonary mucormycosis,Pulmonary mucormycosis,Zygomycosis,9
B47,0,B470,Eumycetoma,Eumycetoma,Mycetoma,9
B48,0,B480,Lobomycosis,Lobomycosis,"Other mycoses, not elsewhere classified",9
B50,0,B500,Plasmodium falciparum malaria with cerebral complications,Plasmodium falciparum malaria with cerebral complications,Plasmodium falciparum malaria,9
B51,0,B510,Plasmodium vivax malaria with rupture of spleen,Plasmodium vivax malaria with rupture of spleen,Plasmodium vivax malaria,9
B52,0,B520,Plasmodium malariae malaria with nephropathy,Plasmodium malariae malaria with nephropathy,Plasmodium malariae malaria,9
B53,0,B530,Plasmodium ovale malaria,Plasmodium ovale malaria,Other specified malaria,9
B55,0,B550,Visceral leishmaniasis,Visceral leishmaniasis,Leishmaniasis,9
B56,0,B560,Gambiense trypanosomiasis,Gambiense trypanosomiasis,African trypanosomiasis,9
B57,0,B570,Acute Chagas' disease with heart involvement,Acute Chagas' disease with heart involvement,Chagas' disease,9
B573,0,B5730,"Chagas'' disease with digestive system involvement, unsp","Chagas'' disease with digestive system involvement, unspecified",Chagas' disease (chronic) with digestive system involvement,9
B574,0,B5740,"Chagas'' disease with nervous system involvement, unspecified","Chagas'' disease with nervous system involvement, unspecified",Chagas' disease (chronic) with nervous system involvement,9
B580,0,B5800,"Toxoplasma oculopathy, unspecified","Toxoplasma oculopathy, unspecified",Toxoplasma oculopathy,9
B60,0,B600,Babesiosis,Babesiosis,"Other protozoal diseases, not elsewhere classified",9
B601,0,B6010,"Acanthamebiasis, unspecified","Acanthamebiasis, unspecified",Acanthamebiasis,9
B65,0,B650,Schistosomiasis due to Schistosoma haematobium,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],Schistosomiasis [bilharziasis],9
B66,0,B660,Opisthorchiasis,Opisthorchiasis,Other fluke infections,9
B67,0,B670,Echinococcus granulosus infection of liver,Echinococcus granulosus infection of liver,Echinococcosis,9
B679,0,B6790,"Echinococcosis, unspecified","Echinococcosis, unspecified","Echinococcosis, other and unspecified",9
B68,0,B680,Taenia solium taeniasis,Taenia solium taeniasis,Taeniasis,9
B69,0,B690,Cysticercosis of central nervous system,Cysticercosis of central nervous system,Cysticercosis,9
B70,0,B700,Diphyllobothriasis,Diphyllobothriasis,Diphyllobothriasis and sparganosis,9
B71,0,B710,Hymenolepiasis,Hymenolepiasis,Other cestode infections,9
B730,0,B7300,"Onchocerciasis with eye involvement, unspecified","Onchocerciasis with eye involvement, unspecified",Onchocerciasis with eye disease,9
B74,0,B740,Filariasis due to Wuchereria bancrofti,Filariasis due to Wuchereria bancrofti,Filariasis,9
B76,0,B760,Ancylostomiasis,Ancylostomiasis,Hookworm diseases,9
B77,0,B770,Ascariasis with intestinal complications,Ascariasis with intestinal complications,Ascariasis,9
B78,0,B780,Intestinal strongyloidiasis,Intestinal strongyloidiasis,Strongyloidiasis,9
B81,0,B810,Anisakiasis,Anisakiasis,"Other intestinal helminthiases, not elsewhere classified",9
B82,0,B820,"Intestinal helminthiasis, unspecified","Intestinal helminthiasis, unspecified",Unspecified intestinal parasitism,9
B83,0,B830,Visceral larva migrans,Visceral larva migrans,Other helminthiases,9
B85,0,B850,Pediculosis due to Pediculus humanus capitis,Pediculosis due to Pediculus humanus capitis,Pediculosis and phthiriasis,9
B87,0,B870,Cutaneous myiasis,Cutaneous myiasis,Myiasis,9
B88,0,B880,Other acariasis,Other acariasis,Other infestations,9
B90,0,B900,Sequelae of central nervous system tuberculosis,Sequelae of central nervous system tuberculosis,Sequelae of tuberculosis,9
B94,0,B940,Sequelae of trachoma,Sequelae of trachoma,Sequelae of other and unspecified infectious and parasitic diseases,9
B95,0,B950,"Streptococcus, group A, causing diseases classd elswhr","Streptococcus, group A, as the cause of diseases classified elsewhere","Streptococcus, Staphylococcus, and Enterococcus as the cause of diseases classified elsewhere",9
B96,0,B960,Mycoplasma pneumoniae as the cause of diseases classd elswhr,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified elsewhere,Other bacterial agents as the cause of diseases classified elsewhere,9
B962,0,B9620,Unsp Escherichia coli as the cause of diseases classd elswhr,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,Escherichia coli [E. coli ] as the cause of diseases classified elsewhere,9
B97,0,B970,Adenovirus as the cause of diseases classified elsewhere,Adenovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified elsewhere,9
B971,0,B9710,Unsp enterovirus as the cause of diseases classd elswhr,Unspecified enterovirus as the cause of diseases classified elsewhere,Enterovirus as the cause of diseases classified elsewhere,9
B973,0,B9730,Unsp retrovirus as the cause of diseases classd elswhr,Unspecified retrovirus as the cause of diseases classified elsewhere,Retrovirus as the cause of diseases classified elsewhere,9
C00,0,C000,Malignant neoplasm of external upper lip,Malignant neoplasm of external upper lip,Malignant neoplasm of lip,9
C02,0,C020,Malignant neoplasm of dorsal surface of tongue,Malignant neoplasm of dorsal surface of tongue,Malignant neoplasm of other and unspecified parts of tongue,9
C03,0,C030,Malignant neoplasm of upper gum,Malignant neoplasm of upper gum,Malignant neoplasm of gum,9
C04,0,C040,Malignant neoplasm of anterior floor of mouth,Malignant neoplasm of anterior floor of mouth,Malignant neoplasm of floor of mouth,9
C05,0,C050,Malignant neoplasm of hard palate,Malignant neoplasm of hard palate,Malignant neoplasm of palate,9
C06,0,C060,Malignant neoplasm of cheek mucosa,Malignant neoplasm of cheek mucosa,Malignant neoplasm of other and unspecified parts of mouth,9
C068,0,C0680,Malignant neoplasm of ovrlp sites of unsp parts of mouth,Malignant neoplasm of overlapping sites of unspecified parts of mouth,Malignant neoplasm of overlapping sites of other and unspecified parts of mouth,9
C08,0,C080,Malignant neoplasm of submandibular gland,Malignant neoplasm of submandibular gland,Malignant neoplasm of other and unspecified major salivary glands,9
C09,0,C090,Malignant neoplasm of tonsillar fossa,Malignant neoplasm of tonsillar fossa,Malignant neoplasm of tonsil,9
C10,0,C100,Malignant neoplasm of vallecula,Malignant neoplasm of vallecula,Malignant neoplasm of oropharynx,9
C11,0,C110,Malignant neoplasm of superior wall of nasopharynx,Malignant neoplasm of superior wall of nasopharynx,Malignant neoplasm of nasopharynx,9
C13,0,C130,Malignant neoplasm of postcricoid region,Malignant neoplasm of postcricoid region,Malignant neoplasm of hypopharynx,9
C14,0,C140,"Malignant neoplasm of pharynx, unspecified","Malignant neoplasm of pharynx, unspecified","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",9
C16,0,C160,Malignant neoplasm of cardia,Malignant neoplasm of cardia,Malignant neoplasm of stomach,9
C17,0,C170,Malignant neoplasm of duodenum,Malignant neoplasm of duodenum,Malignant neoplasm of small intestine,9
C18,0,C180,Malignant neoplasm of cecum,Malignant neoplasm of cecum,Malignant neoplasm of colon,9
C21,0,C210,"Malignant neoplasm of anus, unspecified","Malignant neoplasm of anus, unspecified",Malignant neoplasm of anus and anal canal,9
C22,0,C220,Liver cell carcinoma,Liver cell carcinoma,Malignant neoplasm of liver and intrahepatic bile ducts,9
C24,0,C240,Malignant neoplasm of extrahepatic bile duct,Malignant neoplasm of extrahepatic bile duct,Malignant neoplasm of other and unspecified parts of biliary tract,9
C25,0,C250,Malignant neoplasm of head of pancreas,Malignant neoplasm of head of pancreas,Malignant neoplasm of pancreas,9
C26,0,C260,"Malignant neoplasm of intestinal tract, part unspecified","Malignant neoplasm of intestinal tract, part unspecified",Malignant neoplasm of other and ill-defined digestive organs,9
C30,0,C300,Malignant neoplasm of nasal cavity,Malignant neoplasm of nasal cavity,Malignant neoplasm of nasal cavity and middle ear,9
C31,0,C310,Malignant neoplasm of maxillary sinus,Malignant neoplasm of maxillary sinus,Malignant neoplasm of accessory sinuses,9
C32,0,C320,Malignant neoplasm of glottis,Malignant neoplasm of glottis,Malignant neoplasm of larynx,9
C340,0,C3400,Malignant neoplasm of unspecified main bronchus,Malignant neoplasm of unspecified main bronchus,Malignant neoplasm of main bronchus,9
C341,0,C3410,"Malignant neoplasm of upper lobe, unsp bronchus or lung","Malignant neoplasm of upper lobe, unspecified bronchus or lung","Malignant neoplasm of upper lobe, bronchus or lung",9
C343,0,C3430,"Malignant neoplasm of lower lobe, unsp bronchus or lung","Malignant neoplasm of lower lobe, unspecified bronchus or lung","Malignant neoplasm of lower lobe, bronchus or lung",9
C348,0,C3480,Malignant neoplasm of ovrlp sites of unsp bronchus and lung,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,Malignant neoplasm of overlapping sites of bronchus and lung,9
C349,0,C3490,Malignant neoplasm of unsp part of unsp bronchus or lung,Malignant neoplasm of unspecified part of unspecified bronchus or lung,Malignant neoplasm of unspecified part of bronchus or lung,9
C38,0,C380,Malignant neoplasm of heart,Malignant neoplasm of heart,"Malignant neoplasm of heart, mediastinum and pleura",9
C39,0,C390,"Malignant neoplasm of upper respiratory tract, part unsp","Malignant neoplasm of upper respiratory tract, part unspecified",Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,9
C400,0,C4000,Malig neoplasm of scapula and long bones of unsp upper limb,Malignant neoplasm of scapula and long bones of unspecified upper limb,Malignant neoplasm of scapula and long bones of upper limb,9
C401,0,C4010,Malignant neoplasm of short bones of unspecified upper limb,Malignant neoplasm of short bones of unspecified upper limb,Malignant neoplasm of short bones of upper limb,9
C402,0,C4020,Malignant neoplasm of long bones of unspecified lower limb,Malignant neoplasm of long bones of unspecified lower limb,Malignant neoplasm of long bones of lower limb,9
C403,0,C4030,Malignant neoplasm of short bones of unspecified lower limb,Malignant neoplasm of short bones of unspecified lower limb,Malignant neoplasm of short bones of lower limb,9
C408,0,C4080,Malig neoplm of ovrlp sites of bone/artic cartl of unsp limb,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,Malignant neoplasm of overlapping sites of bone and articular cartilage of limb,9
C409,0,C4090,Malig neoplasm of unsp bones and artic cartlg of unsp limb,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,Malignant neoplasm of unspecified bones and articular cartilage of limb,9
C41,0,C410,Malignant neoplasm of bones of skull and face,Malignant neoplasm of bones of skull and face,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,9
C43,0,C430,Malignant melanoma of lip,Malignant melanoma of lip,Malignant melanoma of skin,9
C431,0,C4310,"Malignant melanoma of unspecified eyelid, including canthus","Malignant melanoma of unspecified eyelid, including canthus","Malignant melanoma of eyelid, including canthus",9
C60,0,C600,Malignant neoplasm of prepuce,Malignant neoplasm of prepuce,Malignant neoplasm of penis,9
C432,0,C4320,Malignant melanoma of unsp ear and external auricular canal,Malignant melanoma of unspecified ear and external auricular canal,Malignant melanoma of ear and external auricular canal,9
C433,0,C4330,Malignant melanoma of unspecified part of face,Malignant melanoma of unspecified part of face,Malignant melanoma of other and unspecified parts of face,9
C436,0,C4360,"Malignant melanoma of unsp upper limb, including shoulder","Malignant melanoma of unspecified upper limb, including shoulder","Malignant melanoma of upper limb, including shoulder",9
C437,0,C4370,"Malignant melanoma of unspecified lower limb, including hip","Malignant melanoma of unspecified lower limb, including hip","Malignant melanoma of lower limb, including hip",9
C4A,0,C4A0,Merkel cell carcinoma of lip,Merkel cell carcinoma of lip,Merkel cell carcinoma,9
C4A1,0,C4A10,"Merkel cell carcinoma of unsp eyelid, including canthus","Merkel cell carcinoma of unspecified eyelid, including canthus","Merkel cell carcinoma of eyelid, including canthus",9
C4A2,0,C4A20,Merkel cell carcinoma of unsp ear and external auric canal,Merkel cell carcinoma of unspecified ear and external auricular canal,Merkel cell carcinoma of ear and external auricular canal,9
C4A3,0,C4A30,Merkel cell carcinoma of unspecified part of face,Merkel cell carcinoma of unspecified part of face,Merkel cell carcinoma of other and unspecified parts of face,9
C4A6,0,C4A60,"Merkel cell carcinoma of unsp upper limb, including shoulder","Merkel cell carcinoma of unspecified upper limb, including shoulder","Merkel cell carcinoma of upper limb, including shoulder",9
C4A7,0,C4A70,"Merkel cell carcinoma of unsp lower limb, including hip","Merkel cell carcinoma of unspecified lower limb, including hip","Merkel cell carcinoma of lower limb, including hip",9
C440,0,C4400,Unspecified malignant neoplasm of skin of lip,Unspecified malignant neoplasm of skin of lip,Other and unspecified malignant neoplasm of skin of lip,9
C4430,0,C44300,Unsp malignant neoplasm of skin of unspecified part of face,Unspecified malignant neoplasm of skin of unspecified part of face,Unspecified malignant neoplasm of skin of other and unspecified parts of face,9
C4431,0,C44310,Basal cell carcinoma of skin of unspecified parts of face,Basal cell carcinoma of skin of unspecified parts of face,Basal cell carcinoma of skin of other and unspecified parts of face,9
C4432,0,C44320,Squamous cell carcinoma of skin of unspecified parts of face,Squamous cell carcinoma of skin of unspecified parts of face,Squamous cell carcinoma of skin of other and unspecified parts of face,9
C4439,0,C44390,Oth malignant neoplasm of skin of unspecified parts of face,Other specified malignant neoplasm of skin of unspecified parts of face,Other specified malignant neoplasm of skin of other and unspecified parts of face,9
C444,0,C4440,Unspecified malignant neoplasm of skin of scalp and neck,Unspecified malignant neoplasm of skin of scalp and neck,Other and unspecified malignant neoplasm of skin of scalp and neck,9
C4450,0,C44500,Unspecified malignant neoplasm of anal skin,Unspecified malignant neoplasm of anal skin,Unspecified malignant neoplasm of skin of trunk,9
C4451,0,C44510,Basal cell carcinoma of anal skin,Basal cell carcinoma of anal skin,Basal cell carcinoma of skin of trunk,9
C4452,0,C44520,Squamous cell carcinoma of anal skin,Squamous cell carcinoma of anal skin,Squamous cell carcinoma of skin of trunk,9
C4459,0,C44590,Other specified malignant neoplasm of anal skin,Other specified malignant neoplasm of anal skin,Other specified malignant neoplasm of skin of trunk,9
C448,0,C4480,Unspecified malignant neoplasm of overlapping sites of skin,Unspecified malignant neoplasm of overlapping sites of skin,Other and unspecified malignant neoplasm of overlapping sites of skin,9
C449,0,C4490,"Unspecified malignant neoplasm of skin, unspecified","Unspecified malignant neoplasm of skin, unspecified","Other and unspecified malignant neoplasm of skin, unspecified",9
C45,0,C450,Mesothelioma of pleura,Mesothelioma of pleura,Mesothelioma,9
C46,0,C460,Kaposi's sarcoma of skin,Kaposi's sarcoma of skin,Kaposi's sarcoma,9
C465,0,C4650,Kaposi's sarcoma of unspecified lung,Kaposi's sarcoma of unspecified lung,Kaposi's sarcoma of lung,9
C47,0,C470,"Malignant neoplasm of prph nerves of head, face and neck","Malignant neoplasm of peripheral nerves of head, face and neck",Malignant neoplasm of peripheral nerves and autonomic nervous system,9
C471,0,C4710,"Malig neoplm of prph nerves of unsp upper limb, inc shoulder","Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder","Malignant neoplasm of peripheral nerves of upper limb, including shoulder",9
C472,0,C4720,"Malig neoplasm of prph nerves of unsp lower limb, inc hip","Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip","Malignant neoplasm of peripheral nerves of lower limb, including hip",9
